title,qid,url
World Jewish Congress,Q541010,https://en.wikipedia.org/wiki/World_Jewish_Congress
Prudente de Morais,Q310230,https://en.wikipedia.org/wiki/Prudente_de_Morais
Radian per second,Q1063756,https://en.wikipedia.org/wiki/Radian_per_second
Vinayak Damodar Savarkar,Q471040,https://en.wikipedia.org/wiki/Vinayak_Damodar_Savarkar
Game of Thrones,Q23572,https://en.wikipedia.org/wiki/Game_of_Thrones
Antonio de Nebrija,Q380804,https://en.wikipedia.org/wiki/Antonio_de_Nebrija
Ahmed Hassan al-Bakr,Q238046,https://en.wikipedia.org/wiki/Ahmed_Hassan_al-Bakr
Grand canonical ensemble,Q1153553,https://en.wikipedia.org/wiki/Grand_canonical_ensemble
Nine men's morris,Q209669,https://en.wikipedia.org/wiki/Nine_men's_morris
Cléo de Mérode,Q242001,https://en.wikipedia.org/wiki/Cléo_de_Mérode
Johann Strauss I,Q184178,https://en.wikipedia.org/wiki/Johann_Strauss_I
Albion Woodbury Small,Q454782,https://en.wikipedia.org/wiki/Albion_Woodbury_Small
Sum of Logic,Q3776169,https://en.wikipedia.org/wiki/Sum_of_Logic
"Northeast Region, Brazil",Q1136194,"https://en.wikipedia.org/wiki/Northeast_Region,_Brazil"
Alfred P. Sloan,Q344045,https://en.wikipedia.org/wiki/Alfred_P._Sloan
Great Vowel Shift,Q268206,https://en.wikipedia.org/wiki/Great_Vowel_Shift
Luis García Berlanga,Q381234,https://en.wikipedia.org/wiki/Luis_García_Berlanga
Trota of Salerno,Q16206163,https://en.wikipedia.org/wiki/Trota_of_Salerno
Penn & Teller,Q130317,https://en.wikipedia.org/wiki/Penn_&_Teller
Maryland,Q1391,https://en.wikipedia.org/wiki/Maryland
Metastasis,Q181876,https://en.wikipedia.org/wiki/Metastasis
Paleotempestology,Q846535,https://en.wikipedia.org/wiki/Paleotempestology
Ahaetulla,Q602558,https://en.wikipedia.org/wiki/Ahaetulla
Doggerland,Q1138308,https://en.wikipedia.org/wiki/Doggerland
Guarulhos,Q184409,https://en.wikipedia.org/wiki/Guarulhos
Gradient,Q173582,https://en.wikipedia.org/wiki/Gradient
Strategy,Q185451,https://en.wikipedia.org/wiki/Strategy
Vespertilionidae,Q210358,https://en.wikipedia.org/wiki/Vespertilionidae
Chevrotain,Q8535351,https://en.wikipedia.org/wiki/Chevrotain
Glyceraldehyde,Q423211,https://en.wikipedia.org/wiki/Glyceraldehyde
Basement,Q234852,https://en.wikipedia.org/wiki/Basement
Bolsheviks,Q83372,https://en.wikipedia.org/wiki/Bolsheviks
Sailfish,Q127497,https://en.wikipedia.org/wiki/Sailfish
Alytidae,Q4747664,https://en.wikipedia.org/wiki/Alytidae
Cyclobutane,Q80232,https://en.wikipedia.org/wiki/Cyclobutane
Dehydration,Q194290,https://en.wikipedia.org/wiki/Dehydration
Stoichiometry,Q213185,https://en.wikipedia.org/wiki/Stoichiometry
Extortion,Q6452087,https://en.wikipedia.org/wiki/Extortion
Therocephalia,Q131804,https://en.wikipedia.org/wiki/Therocephalia
Kelenken,Q133129,https://en.wikipedia.org/wiki/Kelenken
Ichthyology,Q60242,https://en.wikipedia.org/wiki/Ichthyology
Trademark,Q167270,https://en.wikipedia.org/wiki/Trademark
Yo Yo Honey Singh,Q2679233,https://en.wikipedia.org/wiki/Yo_Yo_Honey_Singh
Menaechmus,Q451566,https://en.wikipedia.org/wiki/Menaechmus
Pyridine,Q210385,https://en.wikipedia.org/wiki/Pyridine
The House of Mirth,Q6474536,https://en.wikipedia.org/wiki/The_House_of_Mirth
February,Q109,https://en.wikipedia.org/wiki/February
Grand Duchy of Finland,Q62633,https://en.wikipedia.org/wiki/Grand_Duchy_of_Finland
Voronezh,Q3426,https://en.wikipedia.org/wiki/Voronezh
Document,Q49848,https://en.wikipedia.org/wiki/Document
Dryopithecus,Q131637,https://en.wikipedia.org/wiki/Dryopithecus
Phytelephas,Q161190,https://en.wikipedia.org/wiki/Phytelephas
Tchoukball,Q659707,https://en.wikipedia.org/wiki/Tchoukball
Cytosine,Q178425,https://en.wikipedia.org/wiki/Cytosine
Crucifixion,Q3235597,https://en.wikipedia.org/wiki/Crucifixion
Uncertainty,Q13649246,https://en.wikipedia.org/wiki/Uncertainty
Kertanagara,Q47279,https://en.wikipedia.org/wiki/Kertanagara
Handshake,Q830043,https://en.wikipedia.org/wiki/Handshake
Diprotodon,Q131563,https://en.wikipedia.org/wiki/Diprotodon
Proganochelys,Q1193456,https://en.wikipedia.org/wiki/Proganochelys
Polycarbonate,Q62246,https://en.wikipedia.org/wiki/Polycarbonate
Teletubbies,Q41403,https://en.wikipedia.org/wiki/Teletubbies
Trajectory,Q193139,https://en.wikipedia.org/wiki/Trajectory
Carnelian,Q324369,https://en.wikipedia.org/wiki/Carnelian
Tinnitus,Q192309,https://en.wikipedia.org/wiki/Tinnitus
Bacillota,Q25519942,https://en.wikipedia.org/wiki/Bacillota
Confidence,Q4116378,https://en.wikipedia.org/wiki/Confidence
Asceticism,Q179807,https://en.wikipedia.org/wiki/Asceticism
Bathinda,Q709319,https://en.wikipedia.org/wiki/Bathinda
Whang-od,Q21176511,https://en.wikipedia.org/wiki/Whang-od
Asymptote,Q179436,https://en.wikipedia.org/wiki/Asymptote
Ethnomethodology,Q852957,https://en.wikipedia.org/wiki/Ethnomethodology
Dalbergia,Q1370281,https://en.wikipedia.org/wiki/Dalbergia
Rarotonga,Q471793,https://en.wikipedia.org/wiki/Rarotonga
Phosphate,Q46220103,https://en.wikipedia.org/wiki/Phosphate
Reticulum,Q10498,https://en.wikipedia.org/wiki/Reticulum
Oklahoma!,Q1364648,https://en.wikipedia.org/wiki/Oklahoma!
Zaporizhzhia,Q157835,https://en.wikipedia.org/wiki/Zaporizhzhia
Pekanbaru,Q7786,https://en.wikipedia.org/wiki/Pekanbaru
"Concepción, Chile",Q1880,"https://en.wikipedia.org/wiki/Concepción,_Chile"
Blood sport,Q1929372,https://en.wikipedia.org/wiki/Blood_sport
Amateur boxing,Q4573533,https://en.wikipedia.org/wiki/Amateur_boxing
Hillsborough disaster,Q234132,https://en.wikipedia.org/wiki/Hillsborough_disaster
Contact lens,Q23797,https://en.wikipedia.org/wiki/Contact_lens
Reconnaissance aircraft,Q3041792,https://en.wikipedia.org/wiki/Reconnaissance_aircraft
Celestial equator,Q187646,https://en.wikipedia.org/wiki/Celestial_equator
Saba (island),Q25528,https://en.wikipedia.org/wiki/Saba_(island)
Indian club,Q2804113,https://en.wikipedia.org/wiki/Indian_club
Geometric distribution,Q729523,https://en.wikipedia.org/wiki/Geometric_distribution
States' rights,Q48527,https://en.wikipedia.org/wiki/States'_rights
Tomato juice,Q787325,https://en.wikipedia.org/wiki/Tomato_juice
Guatemalan genocide,Q2789344,https://en.wikipedia.org/wiki/Guatemalan_genocide
Fundamental rights,Q3237872,https://en.wikipedia.org/wiki/Fundamental_rights
Club sandwich,Q1093380,https://en.wikipedia.org/wiki/Club_sandwich
Andean orogeny,Q22672204,https://en.wikipedia.org/wiki/Andean_orogeny
Futures studies,Q188867,https://en.wikipedia.org/wiki/Futures_studies
Cosmic dust,Q193384,https://en.wikipedia.org/wiki/Cosmic_dust
Smokeless powder,Q901722,https://en.wikipedia.org/wiki/Smokeless_powder
Jürgen Schult,Q162073,https://en.wikipedia.org/wiki/Jürgen_Schult
Coral island,Q1324426,https://en.wikipedia.org/wiki/Coral_island
Class conflict,Q1744607,https://en.wikipedia.org/wiki/Class_conflict
Indianapolis 500,Q8032,https://en.wikipedia.org/wiki/Indianapolis_500
Lindbergh kidnapping,Q844495,https://en.wikipedia.org/wiki/Lindbergh_kidnapping
Akira Mutō,Q607868,https://en.wikipedia.org/wiki/Akira_Mutō
Street hockey,Q1551265,https://en.wikipedia.org/wiki/Street_hockey
Railway platform,Q325358,https://en.wikipedia.org/wiki/Railway_platform
Juraj Jánošík,Q706268,https://en.wikipedia.org/wiki/Juraj_Jánošík
Panthera hybrid,Q759721,https://en.wikipedia.org/wiki/Panthera_hybrid
Gothic fiction,Q20669641,https://en.wikipedia.org/wiki/Gothic_fiction
Blister agent,Q662959,https://en.wikipedia.org/wiki/Blister_agent
Félix Savón,Q314170,https://en.wikipedia.org/wiki/Félix_Savón
Pelican eel,Q1332088,https://en.wikipedia.org/wiki/Pelican_eel
North Rhine-Westphalia,Q1198,https://en.wikipedia.org/wiki/North_Rhine-Westphalia
Castilla–La Mancha,Q5748,https://en.wikipedia.org/wiki/Castilla–La_Mancha
Radiometric dating,Q214753,https://en.wikipedia.org/wiki/Radiometric_dating
Frisian freedom,Q504516,https://en.wikipedia.org/wiki/Frisian_freedom
Religious violence,Q2540524,https://en.wikipedia.org/wiki/Religious_violence
Bench (furniture),Q204776,https://en.wikipedia.org/wiki/Bench_(furniture)
Seth MacFarlane,Q188492,https://en.wikipedia.org/wiki/Seth_MacFarlane
Soda–lime glass,Q745127,https://en.wikipedia.org/wiki/Soda–lime_glass
Tubular bells,Q178812,https://en.wikipedia.org/wiki/Tubular_bells
Nicholas Miklouho-Maclay,Q312499,https://en.wikipedia.org/wiki/Nicholas_Miklouho-Maclay
Ema (Shinto),Q687288,https://en.wikipedia.org/wiki/Ema_(Shinto)
Henry Campbell-Bannerman,Q106618,https://en.wikipedia.org/wiki/Henry_Campbell-Bannerman
Regular icosahedron,Q18015071,https://en.wikipedia.org/wiki/Regular_icosahedron
Leo (constellation),Q8853,https://en.wikipedia.org/wiki/Leo_(constellation)
Wedding dress,Q170063,https://en.wikipedia.org/wiki/Wedding_dress
Patch (computing),Q208218,https://en.wikipedia.org/wiki/Patch_(computing)
Algebraic combinatorics,Q1005603,https://en.wikipedia.org/wiki/Algebraic_combinatorics
Silver azide,Q418547,https://en.wikipedia.org/wiki/Silver_azide
Non-penetrative sex,Q1840469,https://en.wikipedia.org/wiki/Non-penetrative_sex
Freshwater crab,Q1068587,https://en.wikipedia.org/wiki/Freshwater_crab
Roche lobe,Q848485,https://en.wikipedia.org/wiki/Roche_lobe
Turkish lira,Q172872,https://en.wikipedia.org/wiki/Turkish_lira
Displacement (geometry),Q190291,https://en.wikipedia.org/wiki/Displacement_(geometry)
Israeli cuisine,Q62458,https://en.wikipedia.org/wiki/Israeli_cuisine
Confirmation bias,Q431498,https://en.wikipedia.org/wiki/Confirmation_bias
Terra nullius,Q312461,https://en.wikipedia.org/wiki/Terra_nullius
Main-group element,Q428830,https://en.wikipedia.org/wiki/Main-group_element
Marmara region,Q155583,https://en.wikipedia.org/wiki/Marmara_region
Extensive reading,Q5421970,https://en.wikipedia.org/wiki/Extensive_reading
Bar chart,Q1124595,https://en.wikipedia.org/wiki/Bar_chart
Phalanx bone,Q1057892,https://en.wikipedia.org/wiki/Phalanx_bone
Habitat destruction,Q552431,https://en.wikipedia.org/wiki/Habitat_destruction
Matija Čop,Q2441000,https://en.wikipedia.org/wiki/Matija_Čop
Photoreceptor cell,Q748049,https://en.wikipedia.org/wiki/Photoreceptor_cell
Nuclear meltdown,Q105807,https://en.wikipedia.org/wiki/Nuclear_meltdown
Video art,Q682010,https://en.wikipedia.org/wiki/Video_art
Braid (hairstyle),Q31930755,https://en.wikipedia.org/wiki/Braid_(hairstyle)
Track cycling,Q221635,https://en.wikipedia.org/wiki/Track_cycling
Model car,Q1335161,https://en.wikipedia.org/wiki/Model_car
Tree squirrel,Q858243,https://en.wikipedia.org/wiki/Tree_squirrel
Jean-Lambert Tallien,Q464513,https://en.wikipedia.org/wiki/Jean-Lambert_Tallien
Terminator (solar),Q331824,https://en.wikipedia.org/wiki/Terminator_(solar)
Spelling reform,Q1172021,https://en.wikipedia.org/wiki/Spelling_reform
Latin dance,Q1457972,https://en.wikipedia.org/wiki/Latin_dance
A Room of One's Own,Q1204366,https://en.wikipedia.org/wiki/A_Room_of_One's_Own
Rheumatoid arthritis,Q187255,https://en.wikipedia.org/wiki/Rheumatoid_arthritis
Sudirman (singer),Q7633880,https://en.wikipedia.org/wiki/Sudirman_(singer)
Political anthropology,Q27778,https://en.wikipedia.org/wiki/Political_anthropology
Acer pseudoplatanus,Q156944,https://en.wikipedia.org/wiki/Acer_pseudoplatanus
Lemon tart,Q6521367,https://en.wikipedia.org/wiki/Lemon_tart
Output device,Q778637,https://en.wikipedia.org/wiki/Output_device
Stratocumulus cloud,Q40564,https://en.wikipedia.org/wiki/Stratocumulus_cloud
Exclamation mark,Q166764,https://en.wikipedia.org/wiki/Exclamation_mark
Healthy diet,Q5906358,https://en.wikipedia.org/wiki/Healthy_diet
Bortle scale,Q2722595,https://en.wikipedia.org/wiki/Bortle_scale
"Wichita, Kansas",Q49266,"https://en.wikipedia.org/wiki/Wichita,_Kansas"
Cocoliztli epidemics,Q63472138,https://en.wikipedia.org/wiki/Cocoliztli_epidemics
Snow squall,Q14633867,https://en.wikipedia.org/wiki/Snow_squall
Caribbean plate,Q673071,https://en.wikipedia.org/wiki/Caribbean_plate
Arp 220,Q698547,https://en.wikipedia.org/wiki/Arp_220
Fishing weir,Q1417573,https://en.wikipedia.org/wiki/Fishing_weir
Crime prevention,Q855848,https://en.wikipedia.org/wiki/Crime_prevention
Maxwell relations,Q187465,https://en.wikipedia.org/wiki/Maxwell_relations
Martin Niemöller,Q153839,https://en.wikipedia.org/wiki/Martin_Niemöller
Combinatorial principles,Q3850844,https://en.wikipedia.org/wiki/Combinatorial_principles
Alfred Radcliffe-Brown,Q135576,https://en.wikipedia.org/wiki/Alfred_Radcliffe-Brown
Feigenbaum constants,Q673184,https://en.wikipedia.org/wiki/Feigenbaum_constants
Jalal-ud-Din Khalji,Q2691885,https://en.wikipedia.org/wiki/Jalal-ud-Din_Khalji
Athenian democracy,Q223767,https://en.wikipedia.org/wiki/Athenian_democracy
Transportation planning,Q1034047,https://en.wikipedia.org/wiki/Transportation_planning
Walter William Skeat,Q322106,https://en.wikipedia.org/wiki/Walter_William_Skeat
Trou aux Cerfs,Q429442,https://en.wikipedia.org/wiki/Trou_aux_Cerfs
Cinema of Australia,Q2973146,https://en.wikipedia.org/wiki/Cinema_of_Australia
Manuel L. Quezon,Q1503,https://en.wikipedia.org/wiki/Manuel_L._Quezon
The Blue Marble,Q202014,https://en.wikipedia.org/wiki/The_Blue_Marble
Louis de Broglie,Q83331,https://en.wikipedia.org/wiki/Louis_de_Broglie
Lars Peter Hansen,Q1386049,https://en.wikipedia.org/wiki/Lars_Peter_Hansen
Seven deadly sins,Q166502,https://en.wikipedia.org/wiki/Seven_deadly_sins
Saad Al-Salim Al-Sabah,Q313661,https://en.wikipedia.org/wiki/Saad_Al-Salim_Al-Sabah
Thiên Đường Cave,Q43171,https://en.wikipedia.org/wiki/Thiên_Đường_Cave
"Fort Worth, Texas",Q16558,"https://en.wikipedia.org/wiki/Fort_Worth,_Texas"
Melinda French Gates,Q463877,https://en.wikipedia.org/wiki/Melinda_French_Gates
V for Vendetta,Q103411,https://en.wikipedia.org/wiki/V_for_Vendetta
Mina (Italian singer),Q231156,https://en.wikipedia.org/wiki/Mina_(Italian_singer)
Niall Ó Glacáin,Q16258087,https://en.wikipedia.org/wiki/Niall_Ó_Glacáin
Thomas J. Watson,Q435716,https://en.wikipedia.org/wiki/Thomas_J._Watson
Black Eyed Peas,Q134541,https://en.wikipedia.org/wiki/Black_Eyed_Peas
Mark Hopkins Jr.,Q1900117,https://en.wikipedia.org/wiki/Mark_Hopkins_Jr.
Level (video games),Q1046315,https://en.wikipedia.org/wiki/Level_(video_games)
Trần Trọng Kim,Q665382,https://en.wikipedia.org/wiki/Trần_Trọng_Kim
Pope Clement XI,Q129967,https://en.wikipedia.org/wiki/Pope_Clement_XI
The Ginger Man,Q7736458,https://en.wikipedia.org/wiki/The_Ginger_Man
Edicts of Ashoka,Q779933,https://en.wikipedia.org/wiki/Edicts_of_Ashoka
Richard von Krafft-Ebing,Q77082,https://en.wikipedia.org/wiki/Richard_von_Krafft-Ebing
Martin Litchfield West,Q669908,https://en.wikipedia.org/wiki/Martin_Litchfield_West
Juan Manuel Santos,Q57311,https://en.wikipedia.org/wiki/Juan_Manuel_Santos
Rite of passage,Q1131696,https://en.wikipedia.org/wiki/Rite_of_passage
Visual arts education,Q1757598,https://en.wikipedia.org/wiki/Visual_arts_education
Isthmus of Tehuantepec,Q392250,https://en.wikipedia.org/wiki/Isthmus_of_Tehuantepec
Works and Days,Q667285,https://en.wikipedia.org/wiki/Works_and_Days
Sidi Bel Abbès,Q852276,https://en.wikipedia.org/wiki/Sidi_Bel_Abbès
Vibrator (sex toy),Q6623,https://en.wikipedia.org/wiki/Vibrator_(sex_toy)
Popigai impact structure,Q594483,https://en.wikipedia.org/wiki/Popigai_impact_structure
Francisco Solano López,Q37677,https://en.wikipedia.org/wiki/Francisco_Solano_López
Guns N' Roses,Q11895,https://en.wikipedia.org/wiki/Guns_N'_Roses
SI base unit,Q223662,https://en.wikipedia.org/wiki/SI_base_unit
J. L. Mackie,Q713642,https://en.wikipedia.org/wiki/J._L._Mackie
Dune of Pilat,Q501726,https://en.wikipedia.org/wiki/Dune_of_Pilat
Bogeyman,Q172451,https://en.wikipedia.org/wiki/Bogeyman
Needlefish,Q1079148,https://en.wikipedia.org/wiki/Needlefish
Shangri-La,Q464520,https://en.wikipedia.org/wiki/Shangri-La
Cathedral,Q2977,https://en.wikipedia.org/wiki/Cathedral
"Henry IV, Part 2",Q1232349,"https://en.wikipedia.org/wiki/Henry_IV,_Part_2"
Emulator,Q202871,https://en.wikipedia.org/wiki/Emulator
Absinthe,Q170210,https://en.wikipedia.org/wiki/Absinthe
Thermogenesis,Q965695,https://en.wikipedia.org/wiki/Thermogenesis
Saharanpur,Q242895,https://en.wikipedia.org/wiki/Saharanpur
Makhachkala,Q5168,https://en.wikipedia.org/wiki/Makhachkala
Superfluidity,Q106667,https://en.wikipedia.org/wiki/Superfluidity
Ulan-Ude,Q6816,https://en.wikipedia.org/wiki/Ulan-Ude
Amblypygi,Q19111,https://en.wikipedia.org/wiki/Amblypygi
Microcar,Q360369,https://en.wikipedia.org/wiki/Microcar
Bariloche,Q47772,https://en.wikipedia.org/wiki/Bariloche
Mpumalanga,Q132410,https://en.wikipedia.org/wiki/Mpumalanga
Era of Good Feelings,Q5384794,https://en.wikipedia.org/wiki/Era_of_Good_Feelings
Megamaser,Q6808594,https://en.wikipedia.org/wiki/Megamaser
Lamniformes,Q224470,https://en.wikipedia.org/wiki/Lamniformes
Yakisoba,Q1144102,https://en.wikipedia.org/wiki/Yakisoba
Shimonoseki,Q203308,https://en.wikipedia.org/wiki/Shimonoseki
Nightmare,Q192692,https://en.wikipedia.org/wiki/Nightmare
Bijection,Q180907,https://en.wikipedia.org/wiki/Bijection
Subh-i-Azal,Q923673,https://en.wikipedia.org/wiki/Subh-i-Azal
Blockchain,Q20514253,https://en.wikipedia.org/wiki/Blockchain
Perovskite,Q409787,https://en.wikipedia.org/wiki/Perovskite
Sataspes,Q956216,https://en.wikipedia.org/wiki/Sataspes
Popularity,Q1357284,https://en.wikipedia.org/wiki/Popularity
Reform and opening up,Q1205521,https://en.wikipedia.org/wiki/Reform_and_opening_up
Matabeleland,Q1266775,https://en.wikipedia.org/wiki/Matabeleland
Ferricyanide,Q2259447,https://en.wikipedia.org/wiki/Ferricyanide
Asteriornis,Q87946388,https://en.wikipedia.org/wiki/Asteriornis
Homeomorphism,Q202906,https://en.wikipedia.org/wiki/Homeomorphism
To Pimp a Butterfly,Q19602856,https://en.wikipedia.org/wiki/To_Pimp_a_Butterfly
Baritone,Q31687,https://en.wikipedia.org/wiki/Baritone
The Road to Serfdom,Q1638194,https://en.wikipedia.org/wiki/The_Road_to_Serfdom
Nosebleed,Q202013,https://en.wikipedia.org/wiki/Nosebleed
Mykolaiv,Q41572,https://en.wikipedia.org/wiki/Mykolaiv
Lazurite,Q10914750,https://en.wikipedia.org/wiki/Lazurite
Ivano-Frankivsk,Q156726,https://en.wikipedia.org/wiki/Ivano-Frankivsk
Interracial marriage,Q14324792,https://en.wikipedia.org/wiki/Interracial_marriage
Molecular genetics,Q210506,https://en.wikipedia.org/wiki/Molecular_genetics
Euler method,Q868454,https://en.wikipedia.org/wiki/Euler_method
Isaaq genocide,Q28450472,https://en.wikipedia.org/wiki/Isaaq_genocide
Rearrangement reaction,Q898367,https://en.wikipedia.org/wiki/Rearrangement_reaction
Suspension bridge,Q12570,https://en.wikipedia.org/wiki/Suspension_bridge
Melting point,Q15318,https://en.wikipedia.org/wiki/Melting_point
Yellow supergiant,Q1142197,https://en.wikipedia.org/wiki/Yellow_supergiant
Fast fashion,Q3231404,https://en.wikipedia.org/wiki/Fast_fashion
Canada goose,Q26733,https://en.wikipedia.org/wiki/Canada_goose
Talk radio,Q502319,https://en.wikipedia.org/wiki/Talk_radio
Proper noun,Q147276,https://en.wikipedia.org/wiki/Proper_noun
Stabilizer (aeronautics),Q2712515,https://en.wikipedia.org/wiki/Stabilizer_(aeronautics)
Philip Noel-Baker,Q211856,https://en.wikipedia.org/wiki/Philip_Noel-Baker
C. H. D. Buys Ballot,Q441099,https://en.wikipedia.org/wiki/C._H._D._Buys_Ballot
Wave vector,Q657009,https://en.wikipedia.org/wiki/Wave_vector
Oder–Neisse line,Q160928,https://en.wikipedia.org/wiki/Oder–Neisse_line
Vibrio cholerae,Q160821,https://en.wikipedia.org/wiki/Vibrio_cholerae
Scotch whisky,Q382947,https://en.wikipedia.org/wiki/Scotch_whisky
Construction aggregate,Q3238502,https://en.wikipedia.org/wiki/Construction_aggregate
Benzalkonium chloride,Q108126784,https://en.wikipedia.org/wiki/Benzalkonium_chloride
Rayleigh scattering,Q193709,https://en.wikipedia.org/wiki/Rayleigh_scattering
Dirichlet character,Q1063579,https://en.wikipedia.org/wiki/Dirichlet_character
Elliptic function,Q938102,https://en.wikipedia.org/wiki/Elliptic_function
Inland taipan,Q72934,https://en.wikipedia.org/wiki/Inland_taipan
Georges Dumézil,Q310590,https://en.wikipedia.org/wiki/Georges_Dumézil
"Boise, Idaho",Q35775,"https://en.wikipedia.org/wiki/Boise,_Idaho"
Morpho (genus),Q645804,https://en.wikipedia.org/wiki/Morpho_(genus)
Thermal radiation,Q192593,https://en.wikipedia.org/wiki/Thermal_radiation
Post office,Q35054,https://en.wikipedia.org/wiki/Post_office
Theoretical chemistry,Q321150,https://en.wikipedia.org/wiki/Theoretical_chemistry
Atrium (heart),Q1074839,https://en.wikipedia.org/wiki/Atrium_(heart)
Grammatical category,Q980357,https://en.wikipedia.org/wiki/Grammatical_category
Srebrenica massacre,Q170334,https://en.wikipedia.org/wiki/Srebrenica_massacre
"Perm, Russia",Q915,"https://en.wikipedia.org/wiki/Perm,_Russia"
Tetrasodium EDTA,Q27284152,https://en.wikipedia.org/wiki/Tetrasodium_EDTA
Functional psychology,Q2301783,https://en.wikipedia.org/wiki/Functional_psychology
Private equity,Q476115,https://en.wikipedia.org/wiki/Private_equity
Ballades (Chopin),Q6541319,https://en.wikipedia.org/wiki/Ballades_(Chopin)
Oka (river),Q172089,https://en.wikipedia.org/wiki/Oka_(river)
Aquamarine (gem),Q58959,https://en.wikipedia.org/wiki/Aquamarine_(gem)
Production function,Q524004,https://en.wikipedia.org/wiki/Production_function
Magnetic monopole,Q219708,https://en.wikipedia.org/wiki/Magnetic_monopole
Digital video,Q173131,https://en.wikipedia.org/wiki/Digital_video
Technical (vehicle),Q569612,https://en.wikipedia.org/wiki/Technical_(vehicle)
"Mendoza, Argentina",Q44237,"https://en.wikipedia.org/wiki/Mendoza,_Argentina"
Henryk Górecki,Q294568,https://en.wikipedia.org/wiki/Henryk_Górecki
Fish meal,Q1413095,https://en.wikipedia.org/wiki/Fish_meal
Ivo Andrić,Q47561,https://en.wikipedia.org/wiki/Ivo_Andrić
Tension (physics),Q908584,https://en.wikipedia.org/wiki/Tension_(physics)
False imprisonment,Q694752,https://en.wikipedia.org/wiki/False_imprisonment
Kitchen utensil,Q3773693,https://en.wikipedia.org/wiki/Kitchen_utensil
SAR supergroup,Q137323,https://en.wikipedia.org/wiki/SAR_supergroup
RNA splicing,Q237218,https://en.wikipedia.org/wiki/RNA_splicing
Wound healing,Q1509074,https://en.wikipedia.org/wiki/Wound_healing
Cú Chulainn,Q211955,https://en.wikipedia.org/wiki/Cú_Chulainn
László Krasznahorkai,Q512062,https://en.wikipedia.org/wiki/László_Krasznahorkai
Arba'in pilgrimage,Q20422823,https://en.wikipedia.org/wiki/Arba'in_pilgrimage
Kenzō Tange,Q151794,https://en.wikipedia.org/wiki/Kenzō_Tange
Tunable metamaterial,Q17165750,https://en.wikipedia.org/wiki/Tunable_metamaterial
Matryoshka doll,Q17297,https://en.wikipedia.org/wiki/Matryoshka_doll
